ID,title,rating,release_date,original_language,IMDb_ID,genre,plot,box_office_domestic,box_office_worldwide
893,Vicious,5.939,2019-01-24,nl,tt7330392,"Drama, Horror, Mystery",A girls weekend in a remote cottage in the Ardennes. Relationships are put into focus - do the four girls know everything about each other? The filming of the 'best youth book' of 2012 written by Mel Wallis de Vries.,,488593
894,Vivarium,6.044,2019-09-07,en,tt8368406,"Horror, Mystery, Sci-Fi","A young couple is thinking about buying their starter home. And to this end, they visit a real estate agency where they are received by a strange sales agent, who accompanies them to a new, mysterious, peculiar housing development to show them a single-family home. There they get trapped in a surreal, maze-like nightmare.",,488000
895,First Love,6.632,2004-02-13,it,tt0396818,"Drama, Horror, Romance","Vittorio is looking for a woman who matches his ideal. Through a classified ad he meets Sonia, a sweet, pleasant, intelligent girl. However, she weighs 125 pounds -- which according to Vittorio is way too much. A goldsmith by trade, Vittorio is obsessed with the desire to shape Sonia's body and mind as does a fire with gold. Almost imperceptibly Sonia becomes a passive participant and the relationship grows into a reciprocal masochistic game. When the two lovers isolate themselves in a country house in the Veneto hills, they dangerously lose touch with reality and the rest of the world.","$9,392",482361
896,Frankenstein,7.66,2025-10-17,en,tt1312221,"Drama, Fantasy, Horror","Dr. Victor Frankenstein, a brilliant but egotistical scientist, brings a creature to life in a monstrous experiment that ultimately leads to the undoing of both the creator and his tragic creation.",,480678
897,The Gravedancers,5.745,2006-11-18,en,tt0435653,Horror,"After the funeral of a old friend who died in a car accident, former school friends Harris, Kira, and Sid break into the local cemetery after dark, and after Sid reads a mysterious incantation he finds on one of the nearby tombstones, they dance on the graves. Soon, the three of them find themselves haunted by three different ghosts whose graves they desecrated. Harris and his wife Allison find themselves haunted by a deranged female pianist/ax murderer. Sid gets haunted by a child pyromaniac. And Kira haunted by a sadistic rapist. All of them turn to a paranormal investigator named Vincent Cochet and his assistant Frances to try to help them break the curse they imposed on themselves before the next full moon when they will be killed by the ghosts' wrath.","$321,875",478535
898,Bone Tomahawk,6.879,2015-10-23,en,tt2494362,"Drama, Horror, Western","After an outlaw unknowingly leads a band of cannibalistic Troglodytes into the peaceful western town of Bright Hope, the monsters kidnap several settlers, including the wife of a local rancher. Despite his injured leg the rancher joins a small rescue party with the sheriff, his aging deputy and a strong-willed gunslinger. What follows is a journey into hell on earth as the posse comes to realize it is up against a foe whose savagery knows no bounds. The film takes place at the turn of the century around the border of what is now Texas and New Mexico.",,475846
899,The Advent Calendar,6.7,2021-12-01,fr,tt12496706,"Horror, Thriller","Eva, an ex-dancer, is now living in a wheelchair, unable to walk. when her friend Sophie gives her an old wooden antique advent calendar before Christmas, she realizes each window contains a surprise that triggers repercussions in real life: some of them good, but most of them bad - Now Eva will have to choose between getting rid of the calendar or walking again - even if it causes death around her.",,456555
900,Rumours,4.9,2024-07-01,en,tt30841606,"Comedy, Drama, Horror","The leaders of seven wealthy democracies get lost in the woods while drafting a statement on a global crisis, facing danger as they attempt to find their way out.","$571,909",450517
901,Kill List,6.207,2011-09-02,en,tt1788391,"Crime, Drama, Horror","Nearly a year after a botched job, a hitman takes a new assignment with the promise of a big payoff for three killings. What starts off as an easy task soon unravels, sending the killer into the heart of darkness.","$29,063",450275
902,Host,6.5,2020-12-04,en,tt12749596,"Horror, Mystery","Six friends hire a medium to hold a seance via Zoom during lockdown, but they get far more than they bargained for as things quickly go wrong. When an evil spirit starts invading their homes, they begin to realize they might not survive the night.",,443807
903,Don't Listen,6.479,2020-07-24,es,tt11750282,"Drama, Horror, Mystery","Daniel, Sara and their only son Eric are a happy family that move to an old house in the country. Working as home restaurateurs, Daniel and Sara plans for restoring and sale the house after the job be done change drastically when the own Eric is found dead in the pool close to the house. Broken by the pain, Sara moves to her parents for a days after a strong discussion with him, while Daniel keeps alone in the house. However, at the next night Daniel tapes Eric's voice in his cell phone when he was sending an audio message to apologize Sara. Looking for answers, Daniel meets Germán Redondo, a veteran and renowned writer and supernatural investigator specialized in electronic voice phenomena. Traveling to the house with his daughter Ruth, Germán analyzes Daniel's audio message, installing infrared cameras hoping to find any kind of ghostly activity, while at the same time Ruth tries get closer to her father, still affected by the suicide of his wife (Ruth's mother) happened years ago. Checking her cell phone, Sara is called by strange and creepy voices, hearing Eric between them, forcing her to return just to find Germán with Daniel while Ruth, visiting the nearby town, learns the dark past of the house. Running scared to back with her father, Ruth explains that 300 years ago the house was used as witchcraft trial by the Spanish Inquisition. When Sara turns in the new victim in the most horrible way, Daniel, Germán and Ruth try destroy the house to put end to the blood bath, looking the secret place where the witches were tortured and condemned. Will can they get it before the house kills them?",,443458
904,Silent Night,5.913,2021-12-03,en,tt11628854,"Comedy, Drama, Horror","Nell, Simon and their son Art host a yearly Christmas dinner at their country estate for their former school friends and their spouses. It is gradually revealed that there is an imminent environmental catastrophe and that this dinner will be their last night alive.",,438825
905,Romasanta: The Werewolf Hunt,5.014,2004-05-13,en,tt0374180,"Drama, Horror","An uproar is caused when some mutilated cadavers are discovered, giving way to the legend of the ""Werewolf of Allariz"". A traveling vendor rolls through the forest in his old wagon. A woman from every village on his route faithfully awaits him. He's attractive, intelligent, charming.... But he's also the monster feared by all. His most recent prey, Barbara will soon become the one who hunts him down. The film is based on the true-life story of Manuel Blanco Romasanta, the traveling vendor, who confessed to the murders of thirteen people, using their body fat to make soap. Romasanta was tried in Allaríz in 1852 and avoided capital punishment by proclaiming he was a werewolf. Barbara was the lone survivor of four sisters.",,432671
906,Willy's Wonderland,5.98,2021-02-12,en,tt8114980,"Action, Comedy, Horror","A quiet loner (Nic Cage) finds himself stranded in a remote town when his car breaks down. Unable to pay for the repairs he needs, he agrees to spend the night cleaning Willy's Wonderland, an abandoned family fun center. But this wonderland has a dark secret that the ""The Janitor"" is about to discover. He soon finds himself trapped inside Willy's and locked in an epic battle with the possessed animatronic mascots that roam the halls. To survive, he must fight his way through each of them.","$418,286",431020
907,Vampires: Los Muertos,5.355,2002-09-23,en,tt0272147,"Action, Horror, Thriller","In Mexico, another vampire slayer, Derek Bliss, is hired by a shady priest and aided by a group of fellow slayers in finding a large nest of 'suckers' and their powerful leader, a vampire princess. She is seeking a legendary black crucifix - the same crucifix used unsuccessfully in the first movie to perform a ritual which will enable vampires to walk in sunlight and be invulnerable.",,429189
908,Grabbers,6.083,2012-08-10,en,tt1525366,"Action, Adventure, Comedy","Police officer Lisa Nolan comes to Aran Island, Ireland, to take charge during a colleague's two-week holiday. Simultaneously, blood-thirsty, sea-dwelling aliens arrive at the quiet island to propagate. As dead whales wash up on shore and people start mysteriously disappearing, officers and a few locals slowly discover their peril along with one sure defense - high blood alcohol levels, which the aliens can't stomach. As a storm approaches, enabling hungry hatchlings access to the locals, an open bar kicks off a desperate bid for survival as inebriated police and friends stagger to remain cognizant long enough to thwart the alien invasion.",,427335
909,Hellraiser: Judgment,5.155,2018-02-13,en,tt5476182,Horror,"Detectives Sean and David Carter are on the case to find a gruesome serial killer terrorizing the city. Joining forces with Detective Christine Egerton, they dig deeper into a spiraling maze of horror that may not be of this world.",,426290
910,Fido,6.426,2006-09-07,en,tt0457572,"Comedy, Drama, Horror","In an Earthly world resembling the 1950s, a cloud of space radiation has shrouded the planet, resulting in the dead becoming zombies that desire live human flesh. A company called Zomcon has been able to control the zombie population. Zombies can be temporarily neutralized by being shot, but can only be permanently neutralized by their brain being destroyed. Their ultimate disposal is through cremation, or burial, the latter which requires decapitation with the head being buried separately from the body. Conversely, Zomcon has created the domestication collar, when activated and placed on a zombie makes the zombie controllable, and thus an eternally productive creature within society. Because all dead initially become zombies, the elderly are viewed negatively and suspectly. And all people, adult or child, learn to shoot to kill to protect society. Zomcon is the go to organization for all things zombie. In the town of Willard, the Robinsons - father Bill (Dylan Baker), mother Helen (Carrie-Anne Moss), and adolescent son Timmy (Kesun Loder) - are one family who don't own a zombie as a domestic, since Bill is afraid of zombies, as, when he was a child, he had to shoot his own zombie father, who tried to eat him. Bill has thus become fascinated with funerals to see zombies put away permanently. But Helen feels pressured to get a zombie when Zomcon's new head of security in Willard, the officious Jonathan Bottoms (Henry Czerny), moves into the neighborhood with his family. Never having had to deal with a zombie directly, Timmy is initially wary of their zombie. But as a lonely child who has no friends and is often bullied, Timmy eventually befriends their zombie, who he names Fido (Sir Billy Connolly), as he treats the zombie much like a faithful pet dog. Timmy protects Fido at all cost, even after Fido, due to no fault of its own, is implicated in some deaths, which creates a mini-wave of loose zombies unknown to Zomcon. But Fido may play a larger role within the family as a companion for Helen, who is largely neglected by Bill, since he sees human affection as ultimately resulting in such difficult issues as what happened between him and his own father. With Timmy and Helen treating Fido with kindness, Fido, in turn, may prove that not all zombies, even when without their domestication collar, are out to kill anyone and everyone in their path.","$304,533",426224
911,The Rule of Jenny Pen,6.182,2025-03-07,en,tt6874690,"Horror, Mystery, Thriller","Confined to a secluded rest home and trapped within his stroke-ridden body, a former Judge must stop an elderly psychopath who employs a child's puppet to abuse the home's residents with deadly consequences.","$433,817",422256
912,Terrifier,6.322,2018-01-25,en,tt4281724,Horror,A maniac named Art the Clown terrorizes two friends on Halloween and everyone who gets in his way.,"$339,946",421798
913,Tales of Halloween,5.723,2015-10-16,en,tt4163020,"Adventure, Comedy, Fantasy","Named ""the best horror anthology since Trick 'r Treat"" by Fangoria and ""among the best Halloween-themed horror movies ever made"" by DailyDead, this critically acclaimed film weaves together 10 chilling tales from horror's top directors. Ghosts, ghouls, monsters, and the devil delight in terrorizing unsuspecting residents of a suburban neighborhood on Halloween night.",,416792
914,Exists,5.512,2014-03-17,en,tt1988621,"Action, Adventure, Horror",A group of friends who venture into the remote Texas woods for a party weekend find themselves stalked by Bigfoot.,,413767
915,The Den,6.1,2013-12-12,en,tt2503154,"Horror, Mystery, Thriller",A young woman studying the habits of webcam chat users from the apparent safety of her apartment witnesses a brutal murder online and is quickly immersed in a nightmare in which she and her loved ones are targeted for the same grisly fate as the first victim.,,410129
916,Transylmania,4.2,2009-12-04,en,tt0936471,"Comedy, Horror","Moronic American student Rusty arranges a student exchange program for his closest friends and him to study in Romania for six months and meet his Internet girlfriend Draguta. He travels with potheads Pete and Wang, Pete's girlfriend Lia and her twin sister Danni, the naive and romantic Newmar and his dippy girlfriend Lynne, the nerd Brady and his sexually confused roommate Mike, and crook Cliff. His friends actually intend to party. While traveling by train to Razvan they learn that five hundred years ago the vampire Radu lost his beloved Stephania, whose spirit was trapped in a music box. Ever since, Radu has kept Stephania's body while seeking the music box to bring her back. One of Radu's minions has recently retrieved the music box but, mortally wounded by the vampire slayer Teodora Van Sloan, drops the object in a gypsy's basket. Newmar unwittingly buys the music box and gives it to Lynne, who opens it and is possessed by Stephania. When all arrive at the university, they are welcomed by Dean Floca, who is a dwarf. Rusty meets Draguta and finds that she has a horrible hunchback. Not only is Dean Floca her father, he's a psychopath who keeps a torture chamber in the dungeon of his house for his daughter's jilting boyfriends. With Radu on his way - who is identical to Rusty - the brainless American students find themselves in a very messy and convoluted situation.","$397,641",408229
917,Resident Evil: Degeneration,6.815,2008-02-13,ja,tt1174954,"Animation, Action, Horror","Seven years after the Raccoon City incident, a man heartbroken from losing loved ones in the destroyed city unleashes a remnant T-Virus in an airport, forcing special agent Leon S. Kennedy and Claire Redfield, close allies and hardened survivors of the Raccoon City incident, to quell the outbreak and discover the truth behind it all.",,403117
918,Maléfique,5.922,2003-05-07,fr,tt0309832,"Fantasy, Horror, Mystery","In a penitentiary, four prisoners occupy a cell: Carrère, who used his company to commit a fraud and was betrayed by his wife; the drag Marcus and his protégée, the intellectually disabled Paquerette, who ate his six months sister; and the intellectual, Lassalle who killed his wife. One night, Carrère finds an ancient journal hidden in a hole in the wall of the cell. They realize that the book was written by Danvers in the beginning of the last century and is about black magic. They decide to read and use its content to escape from the prison, when they find the truth about Danvers' fate.",,398016
919,Kill Theory,5.3,2009-10-07,en,tt0893532,"Horror, Thriller","A group of college students visit a secluded vacation home to celebrate their upcoming graduation. The fun doesn't last long when a sadistic psychopath forces them to participate in his deadly contest. The rules are simple -- in order to survive they must kill each other. As tension builds, and relationships begin to crumble, they realize that only one can make it out alive. Could you trust your boyfriend? Your girlfriend? Your best friend? Only one can go home. So who will be the last man or woman standing?",,397941
920,Berlin Syndrome,6.03,2017-04-20,en,tt3335606,"Drama, Horror, Mystery","While holidaying in Berlin, Australian photojournalist Clare meets Andi, a charismatic local man, and there is an instant attraction between them. A night of passion ensues. But what initially appears to be the start of a romance suddenly takes an unexpected and sinister turn when Clare wakes the following morning to discover Andi has left for work and locked her in his apartment. An easy mistake to make, of course, except Andi has no intention of letting her go again. Ever.","$28,660",397783
921,A Girl Walks Home Alone at Night,6.818,2014-11-21,en,tt2326554,"Drama, Horror, Romance","An Iranian Vampire Western, shot in black&amp;white and with a killer soundtrack... it's a love story about two tortured souls in a desolate Iranian Ghost-town called 'Bad City', where a lonely vampire is stalking the towns most depraved denizens.","$491,910",395000
922,Retribution,6.461,2007-02-24,ja,tt0843302,"Horror, Mystery, Thriller","A detective investigates a series of murders. A possible serial killer might be on a rampage, since they all are in the same vicinity and by the same method, but as the evidence points toward the detective as the prime suspect, a ghost in red follows him, and he begins to question his identity. His realization of what seems to have really happened results in something much more sinister and larger in scope, and it leaves his psyche scarred.",,394568
923,Screamboat,5.087,2025-03-20,en,tt30766582,"Comedy, Horror","On the last ferry of the night in New York, passengers and crew are hunted by a merciless rat, and what should have been a peaceful crossing turns into a bloody massacre.",,393011
924,Unwelcome,5.835,2023-01-27,en,tt12447796,"Comedy, Horror","Maya and Jamie escape their urban nightmare of London to the tranquility of rural Ireland only to discover malevolent, murderous goblins lurking in the gnarled, ancient wood at the foot of their new garden. Heavily pregnant, Maya is soon targeted by the goblins and the family she befriended after forgetting to make sure the creatures are fed. Who - or what - will come to her rescue and what extremes will she go to to protect her unborn child?","$21,284",392846
925,Survival of the Dead,4.873,2010-05-06,en,tt1134854,"Comedy, Drama, Horror","In the Plum Island, off the coast of Delaware, the long feud between the families of the patriarchs Captain Patrick O'Flynn (Kenneth Welsh) that intends to eliminate the zombies and Seamus Muldoon (Richard Fitzpatrick) that intends to keep his undead relatives waiting for a cure culminates with O'Flynn expelled from Plum. Meanwhile in the continent Sarge ""Nicotine"" Crocket (Alan Van Sprang), Chuck (Joris Jarsky), Cisco (Stefano DiMatteo) and Tomboy (Athena Karkanis) are plundering and seeking a safe place to stay. When they rescue the young Boy (Devon Bostick) from group of sadistic hunters, Boy decides to join the group and suggests them to head to Plum Island since he had heard a O'Flynn's broadcast inviting people to move to the island. When Sarge and his team arrive in the island, they are attacked by Muldoon's men and they see that the place is crowded of undead. Sarge's friend Chuck is killed and they decide to fight against Muldoon.","$101,740",386078
926,Black Death,6.059,2010-06-07,en,tt1181791,"Action, Drama, History","Set during the time of the first outbreak of bubonic plague in England, a young monk is tasked with learning the truth about reports of people being brought back to life, a mission that pulls him toward a village ruler who has made a dark pact with evil forces.","$22,554",382879
927,Dream Home,6.366,2010-04-25,cn,tt1407972,Horror,"After her family and friends are evicted from their low-rent housing so that developers can build expensive flats, Lai-Chung as a child vowed to buy her mother and father a new apartment, specially an apartment with a view of the Victoria Harbour. As an adult she is working hard to save money but due to bad circumstances, Lai-Chung goes into a frenzy and starts killing residents and workers of a particular building.",,378600
928,The Holy Boy,7.2,2025-09-17,it,tt33382323,"Drama, Horror","In Italy's happiest village, a haunted teacher discovers dark secret behind weekly gatherings where locals seek healing from a teenage boy's embrace. His quest to save the youth reveals the sinister nature of a community hiding be...",,377925
929,Dreamkatcher,5.1,2020-06-24,en,tt10553210,"Horror, Thriller","Gail is forced to come to terms with Josh, her new stepson, at a remote country home. After stealing an evil talisman from a mysterious neighbor, Josh has sinister dreams of his dead mother, who commands Josh to murder Gail. When Josh's dad returns, he and Gail suspect that their son has been possessed by an ancient, bloodthirsty spirit. Is it too late to save Josh's life or their own?",,375836
930,Highwaymen,5.698,2004-02-13,en,tt0339147,"Action, Crime, Horror","Since the hit-and-run murder of his wife five years ago, Rennie Cray has crisscrossed America in his souped-up, stripped-down '68 Plymouth Barracuda, pursuing her killer. The man he seeks in a high-speed, high-stakes game of cat-and-mouse is James Fargo, a merciless, wheelchair-bound pyschopath. Through a series of mechanical innovations, Fargo has turned his rampaging '72 Cadillac Eldorado into a monstrous extension of his own twisted body and mind. Now, their deadly battle of wits and wills is about to move into overdrive. And caught in their headlights is a tormented beauty who unwittingly holds the key to their ultimate showdown.","$371,396",371396
931,Lords of Chaos,6.792,2018-09-20,en,tt4669296,"Biography, Drama, Horror","Oslo, 1987. 17-year-old Euronymous is determined to escape his traditional upbringing and becomes fixated on creating 'true Norwegian black metal' with his band Mayhem. He mounts shocking publicity stunts to put the band's name on the map, but the lines between show and reality start to blur. Arson, violence and a vicious murder shock the nation that is under siege by these Lords of Chaos.","$253,184",365353
932,Dampyr,6.209,2022-10-28,it,tt10315050,"Fantasy, Horror","The plot is set during the Balkan war in the early nineties. Haunted by horrible nightmares, Harlan Draka wanders the countryside, shamelessly making money pretending to be a Dampyr (half-human and half-vampire) ridding villages of what the villagers naively believe to be evil monsters. But, when he is summoned by soldiers who are under attack by real vampires, Harlan finds out the truth: he is a Dampyr. While trying to destroy a terrible Master of the Night, he will have to learn to manage his powers and find out more about his origins.",,362113
933,Audition,7.118,2000-03-03,ja,tt0235198,"Drama, Horror, Mystery","In Tokyo, Shigeharu Aoyama is a widower that grieves the loss of his wife and raises his son Shigehiko Aoyama alone. Seven years later, the teenage Shigehiko asks why his middle-aged father does not remarry and Shigeharu meets his friend Yasuhisa Yoshikawa, who is a film producer, and tells his intention. However, Shigeharu has difficulties to approach to available women to date and Yasuhisa decide to organize a sham audition for casting the lead actress for the fake movie. They receive several portfolios of candidates and Shigeharu becomes obsessed by the gorgeous Asami Yamazaki. Despite the advice of the experienced Yasuhisa, Shigeharu calls Asami to date and he falls for her. But who is the mysterious Asami?","$131,296",359853
934,K-12,7.7,2019-09-05,en,tt10521814,"Fantasy, Horror, Musical","In this eerily enchanting musical film by Melanie Martinez, Cry Baby, a strong and sensitive girl, is sent off to a disturbing sleepaway school that's hidden underneath a grandiose façade. Luckily, she has a sweet and unapologetic best friend who sticks up for her when she gets bullied by the other students whose brains are under control by the Principal and his wicked staff. With the help of the magical friends they meet along the way, as well as an Angelic Spirit Guide, they are able to gain the strength they need to fight off the school's belligerent patriarchal conditioning.","$303,230",359377
935,The Loved Ones,6.713,2010-08-04,en,tt1316536,"Crime, Horror","In order to avoid a ghostly figure in the road, high school senior Brent Mitchell wraps his car around a tree, killing his father. Constantly confronted by his mother's emotional collapse after the accident, Brent escapes into a marijuana fueled world of loud metal music to block the pain and guilt. Dejected and out of sorts, he has a shot at happiness with his girlfriend Holly, a grounded, caring girl with drop dead good looks, a dream date for the high school prom. But his plans are thwarted by a disturbing series of events that take place under a mirrored disco ball, involving pink satin, glitter, syringes, nails, power drills and a secret admirer. Brent has become the prom king at a macabre, sadistic event where he is the entertainment.",,358399
936,Play Dead,6.11,2022-12-09,en,tt20198774,"Horror, Thriller",Chloe fakes her own death to steal evidence from a morgue. The Coroner uses the morgue as a front for a sick and twisted business. A scary game of cat and mouse ensues as Chloe learns more about the dead than she bargains for.,,356840
937,The Invitation,6.429,2016-04-08,en,tt2400463,"Drama, Horror, Mystery","Will and Eden were once a loving couple. After a tragedy took their son, Eden disappeared. Two years later, out of the blue, she returns with a new husband... and as a different person, eerily changed and eager to reunite with her ex and those she left behind. Over the course of a dinner party in the house that was once his, the haunted Will is gripped by mounting evidence that Eden and her new friends have a mysterious and terrifying agenda. But can we trust Will's hold on reality? Or will he be the unwitting catalyst of the doom he senses?","$231,737",354835
938,Sputnik,6.5,2020-07-24,ru,tt11905962,"Drama, Horror, Mystery","At the height of the Cold War, a Soviet spacecraft crash lands after a mission gone awry, leaving the commander as its only survivor. After a renowned Russian psychologist is brought in to evaluate the commander's mental state, it becomes clear that something dangerous may have come back to Earth with him.","$18,853",354023
939,Satanic,4.336,2016-07-01,en,tt4796122,Horror,"Four friends on their way to Coachella stop off in Los Angeles to tour true-crime occult sites, only to encounter a mysterious young runaway who puts them on a terrifying path to ultimate horror.",$252,349183
940,Malevolence,5.25,2004-09-10,en,tt0388230,"Crime, Horror, Mystery","Created as the middle section of a three-part trilogy, 'Malevolence' is the tragic story of a group of bank robbers on the run from the law. They hide out in an abandoned house on the outskirts of town, unaware it is next door to the home of a family of serial killers. One of their hostages escapes and runs for help, but all hell breaks loose when she runs to the ""wrong"" house.","$127,287",346085
941,Ghosts of War,6.25,2020-07-03,en,tt6508228,"Fantasy, Horror, Thriller","Follows five battle-hardened American soldiers assigned to hold a French Chateau near the end of World War II. Formerly occupied by the Nazi high command, this unexpected respite quickly descends into madness when they encounter a supernatural enemy far more terrifying than anything seen on the battlefield.",,345289
942,Night of the Hunted,6.048,2023-10-12,en,tt23642744,"Crime, Drama, Horror",A woman stops at a remote gas station in the middle of the night and becomes the target of a sociopathic sniper with a secret vendetta.,,344758
943,Flight of the Living Dead,5.0,2007-04-06,en,tt0780583,Horror,"A scientist accidentally escapes containment aboard a plane during turbulence. After being gunned down by a guard, she reanimates - as a zombie. A U.S. air marshall, along with a police officer, a flight attendant and a handful of passengers who've survived, must ride out the flight just to stay alive.",,344039
944,Welcome Home,5.288,2018-11-16,en,tt6829180,"Drama, Horror, Mystery","A couple spend a weekend at a vacation rental home in the Italian countryside in an attempt to repair their relationship, but soon become victims of the homeowner's sinister plans.",,331704
945,Juan of the Dead,6.182,2011-10-14,es,tt1838571,"Action, Comedy, Horror","Juan is a slacker trying to reconnect with his daughter, who plans to rejoin her mother in Miami. Lazaro, Juan's friend, is trying to connect with his own son, a persistent womanizer. They begin to notice that locals are ""going crazy"", killing people and eating their flesh, and the recently deceased are returning to life. The Cuban government and the media claim that the zombies are dissidents revolting against the government. Juan starts a business to profit off of killing the zombies, but the group may soon find their own lives at risk.","$18,000",324834
946,The Cured,5.519,2017-11-24,en,tt3463106,"Drama, Horror, Sci-Fi","A disease that turns people into zombies has been cured. The once-infected zombies are discriminated against by society and their own families, which causes social issues to arise. This leads to militant government interference.","$26,630",323776
947,Mad God,6.809,2021-09-17,en,tt15090124,"Animation, Fantasy, Horror","The Assassin travels through a nightmare underworld of tortured souls, ruined cities and wretched monstrosities forged from the primordial horrors of the unconscious mind of Phil Tippett, the world's preeminent stop-motion animator.","$325,042",322619
948,The Innocents,6.887,2021-09-03,no,tt4028464,"Drama, Fantasy, Horror","Four children become friends during the summer holidays, and out of sight of the adults they discover they have hidden powers. While exploring their newfound abilities in the nearby forests and playgrounds, their innocent play takes a dark turn and strange things begin to happen.","$30,053",322000
949,The Tortured,5.4,2010-06-15,en,tt1017464,"Horror, Thriller","In Rutland Country, six year old Benjamin Michael Landry is kidnapped by a psychopath from the lawn of his house. His father, Craig Landry, unsuccessfully runs after the truck, but, the abductor escapes. Soon, the police discovers that John Kozlowski had abducted and killed Benjamin. When Kozlowski is sentenced to only 25 years in prison, Benjamin's mother, Elise Landry, presses her husband to kidnap the criminal and torture him. Craig is a doctor and knows exactly how to inflict pain on the psychopath. They succeed in kidnapping John from the prison transport, but, Craig has an accident and John is hurt. The couple tortures the man until they find the truth about the victim.",,319421
950,Pulse,6.681,2001-02-03,ja,tt0286751,"Horror, Mystery, Sci-Fi","After one of their friends commits suicide, strange things begin happening to a group of young Tokyo residents. One of them sees visions of his dead friend in the shadows on the wall, while another's computer keeps showing strange, ghostly images. Is their friend trying to contact them from beyond the grave, or is there something much more sinister going on?","$51,420",318451
951,Baskin,5.841,2015-12-31,tr,tt4935418,"Horror, Thriller",A squad of unsuspecting cops go through a trapdoor to Hell when they stumble upon a Black Mass in an abandoned building.,,318155
952,Censor,5.847,2021-06-11,en,tt10329614,"Horror, Mystery, Thriller","In 1985, Enid Baines works for the British Board of Film Classification during the height of the Video Nasty controversy. Enid's co-workers call her ""Little Miss Perfect"" due to her strictness in recommending that violent content be cut or banned. While Enid is having dinner with her parents, they discuss the disappearance of Enid's sister Nina when the two were little. Enid's parents have since declared Nina legally dead, but Enid is convinced that her sister is still missing.","$90,050",314785
953,Berberian Sound Studio,6.055,2012-08-30,en,tt1833844,"Drama, Horror, Thriller",A sound engineer's work for an Italian horror studio becomes a terrifying case of life imitating art.,"$38,493",312757
954,Fear Below,6.2,2025-05-02,en,tt13098590,"Action, Adventure, Horror",A rag-tag team of divers attempting to salvage a sunken car from a river are thwarted by a highly aggressive bull shark.,,311205
955,Shut In,6.797,2022-03-24,en,tt10131024,"Drama, Thriller","When a young mother is barricaded inside a pantry by her violent ex-boyfriend, she must use ingenuity to protect her two small children from escalating danger while finding an escape.",,304106
956,Elevator Game,4.927,2023-07-12,en,tt14013772,"Horror, Thriller","Supernatural horror, based on the eponymous online phenomenon, a ritual conducted in an elevator, in which players attempt to travel to another dimension using a set of rules that can be found online.",,302271
957,La Llorona,6.385,2019-07-25,es,tt10767168,"Crime, Drama, Horror","An aging paranoid war criminal, protected by his faithful wife, faces death while being haunted by the ghosts of his past.",,294404
958,Havenhurst,5.1,2016-08-22,en,tt3424690,"Horror, Mystery, Thriller",A troubled young woman takes up residence in a gothic apartment building where she must confront a terrifying evil.,,289299
959,Wind Chill,5.832,2007-05-18,en,tt0486051,"Adventure, Drama, Horror","A couple of college students known only as the Girl and the Guy are traveling home to Delaware the day before Christmas Eve. They're on a frozen road that the Guy is convinced is a scenic short-cut. In the middle of nowhere in below freezing conditions they are run off the road by a hit and runner. They soon realize they're caught in a supernatural bubble where a crime from 1953 is doomed to repeat itself, year after year threatening new victims. The Guy attempts to walk back to the last petrol station but his wounds from the crash are worse than he let on.","$36,804",285060
960,Maa,6.807,2025-06-20,hi,tt30496762,Horror,"A mother transforms into the goddess Kali to battle a demon's curse involving fear, blood, and betrayal.",,282403
961,Isolation,5.522,2005-11-06,en,tt0446719,"Horror, Sci-Fi, Thriller","The broken farmer Dan rents his farm for the scientist John from the Bovine Genetics Technology that is researching genetic modifications of cattle to increase its fertilization. The veterinarian Orla is bitten by the calf while helping the cow to deliver, and she feels that something went wrong with the experiment. During the night, the cow has a narrow passage for the calf, and Dan asks the young couple Jamie and Mary that is parked in a trailer in front of his farm's entrance to help him in the delivery. When the offspring is born, it bites Dan; Orla arrives later and realizes that it is a genetic anomaly and she sacrifices the calf. During the autopsy of the animal, she discovers that the fetus is pregnant and she destroys the freak hybrids. However, one of them escapes and attacks a cow first and Jamie later. When John arrives in the farm, he discovers that there is the danger of infection of human beings and decides to quarantine the spot. But one offspring is alive and need to be captured.",,278056
962,The Pack,4.684,2010-09-29,fr,tt1336601,Horror,"A young female Charlotte on a road trip all alone gets harassed by a group of bikers at a snack store and later she gives lift to a hitchhiker Max. They both stop at a rundown roadside eatery run by a woman. The biker gang reappears at the eatery and when one of the gang members is about to rape Max, the entire gang is chased off by the owner of the restaurant. Moments later, Max vanishes after heading to the bathroom. Charlotte questions the owner and a retired cop but to no avail.",,274839
963,The Last Breath,6.003,2024-06-28,en,tt14827150,"Horror, Thriller",A group of old college friends reunite on a Caribbean scuba diving trip exploring the wreckage of a WWII battleship and find themselves trapped inside the underwater labyrinth of rusted metal surrounded by great white sharks.,"$3,214",273650
964,Rottweiler,3.336,2004-12-01,en,tt0371920,"Action, Horror, Sci-Fi","In 2018, in Spain, the prisoner Dante (William Miller) escapes from a prison and is chased by a robot dog. He tries to reach the city of Puerto Angel, where he left his beloved girlfriend Ula (Irene Montalà). While running away, he recalls his recent past in Spain with Ula.",,270402
