ID;title;rating;release_date;original_language;IMDb_ID;genre;plot;box_office_domestic;box_office_worldwide;extracted_plotpoints;Used_Plotphrases;Best_Match_Phrase;Similarity_Score
11;Moana 2;7.0;2024-11-21;en;tt13622970;Animation, Adventure, Comedy;After receiving an unexpected call from her wayfinding ancestors, Moana must journey to the far seas of Oceania and into dangerous, long-lost waters for an adventure unlike anything she's ever faced.;$460,405,297;1059242164;['moana journey far', 'moana journey', 'ancestors moana journey', 'wayfinding ancestors moana', 'ancestors moana', 'oceania dangerous long', 'far seas oceania', 'seas oceania dangerous', 'journey far seas', 'seas oceania', 'long lost waters', 'oceania dangerous', 'lost waters adventure', 'lost waters', 'far seas', 'waters adventure', 'journey far', 'waters adventure unlike', 'dangerous long lost', 'long lost', 'adventure unlike faced', 'adventure unlike', 'wayfinding ancestors', 'dangerous long', 'unexpected wayfinding', 'unexpected wayfinding ancestors', 'receiving unexpected wayfinding', 'receiving unexpected', 'unlike faced'];False;perilous journey;0.4224158525466919
12;Aladdin;7.087;2019-05-22;en;tt6139732;Adventure, Comedy, Family;A kind-hearted street urchin Aladdin vies for the love of the beautiful princess Jasmine, the princess of Agrabah. When he finds a magic lamp, he uses the genie's magic power to make himself a prince in order to marry her. He's also on a mission to stop the powerful Jafar who plots to steal the magic lamp that could make his deepest wishes come true.;$355,559,216;1054304000;['street urchin aladdin', 'urchin aladdin', 'jasmine princess agrabah', 'aladdin vies love', 'urchin aladdin vies', 'beautiful princess jasmine', 'princess agrabah', 'princess jasmine', 'princess jasmine princess', 'aladdin vies', 'jasmine princess', 'princess agrabah finds', 'agrabah finds magic', 'magic lamp', 'love beautiful princess', 'finds magic lamp', 'genie magic', 'genie magic power', 'magic lamp make', 'steal magic lamp', 'beautiful princess', 'lamp uses genie', 'magic lamp uses', 'uses genie magic', 'agrabah finds', 'hearted street urchin', 'kind hearted street', 'power make prince', 'prince order marry', 'make prince', 'finds magic', 'lamp make', 'steal magic', 'uses genie', 'magic power make', 'magic power', 'plots steal magic', 'lamp uses', 'prince order', 'kind hearted', 'street urchin', 'make prince order', 'hearted street', 'powerful jafar', 'lamp make deepest', 'powerful jafar plots', 'make deepest wishes', 'jafar plots steal', 'deepest wishes', 'stop powerful jafar', 'jafar plots', 'order marry', 'deepest wishes come', 'vies love beautiful', 'wishes come true', 'love beautiful', 'marry mission', 'wishes come', 'plots steal', 'marry mission stop', 'order marry mission', 'stop powerful', 'vies love', 'power make', 'mission stop powerful', 'come true', 'make deepest', 'mission stop'];False;beautiful princess;0.4983936548233032
13;Pirates of the Caribbean: On Stranger Tides;6.565;2011-05-15;en;tt1298650;Action, Adventure, Fantasy;Captain Jack Sparrow (Johnny Depp) crosses paths with a woman from his past, Angelica (Penélope Cruz), and he's not sure if it's love, or if she's a ruthless con artist who's using him to find the fabled Fountain of Youth. When she forces him aboard the Queen Anne's Revenge, the ship of the formidable pirate Blackbeard (Ian McShane), Jack finds himself on an unexpected adventure in which he doesn't know who to fear more: Blackbeard or the woman from his past.;$241,071,802;1046721266;['captain jack sparrow', 'jack sparrow johnny', 'jack sparrow', 'sparrow johnny depp', 'formidable pirate blackbeard', 'pirate blackbeard', 'captain jack', 'pirate blackbeard ian', 'sparrow johnny', 'ship formidable pirate', 'formidable pirate', 'johnny depp', 'jack finds unexpected', 'fear blackbeard woman', 'blackbeard woman', 'mcshane jack', 'blackbeard ian mcshane', 'blackbeard woman past', 'mcshane jack finds', 'johnny depp crosses', 'fear blackbeard', 'jack finds', 'ian mcshane jack', 'blackbeard ian', 'know fear blackbeard', 'revenge ship formidable', 'anne revenge ship', 'ship formidable', 'penélope cruz', 'revenge ship', 'penélope cruz sure', 'aboard queen', 'aboard queen anne', 'angelica penélope cruz', 'love ruthless artist', 'ruthless artist', 'ian mcshane', 'finds unexpected adventure', 'queen anne revenge', 'artist using fabled', 'fabled fountain', 'depp crosses', 'love ruthless', 'anne revenge', 'unexpected adventure doesn', 'forces aboard queen', 'ruthless artist using', 'unexpected adventure', 'past angelica penélope', 'using fabled', 'using fabled fountain', 'cruz sure love', 'adventure doesn know', 'angelica penélope', 'queen anne', 'woman past', 'sure love ruthless', 'fabled fountain youth', 'depp crosses paths', 'finds unexpected', 'cruz sure', 'woman past angelica', 'adventure doesn', 'forces aboard', 'doesn know fear', 'paths woman past', 'know fear', 'past angelica', 'paths woman', 'sure love', 'crosses paths woman', 'artist using', 'fountain youth', 'doesn know', 'youth forces'];False;falls love;0.3198874890804291
14;Alice in Wonderland;6.638;2010-03-03;en;tt1014759;Adventure, Family, Fantasy;"Alice, an unpretentious and individual 19-year-old, is betrothed to a dunce of an English nobleman. At her engagement party, she escapes the crowd to consider whether to go through with the marriage and falls down a hole in the garden after spotting an unusual rabbit. Arriving in a strange and surreal place called ""Underland,"" she finds herself in a world that resembles the nightmares she had as a child, filled with talking animals, villainous queens and knights, and frumious bandersnatches. Alice realizes that she is there for a reason--to conquer the horrific Jabberwocky and restore the rightful queen to her throne.";$334,191,110;1025467110;['bandersnatches alice realizes', 'alice realizes', 'alice unpretentious', 'alice unpretentious individual', 'bandersnatches alice', 'unusual rabbit', 'underland finds world', 'alice realizes reason', 'frumious bandersnatches alice', 'underland finds', 'called underland finds', 'called underland', 'place called underland', 'rabbit arriving strange', 'unusual rabbit arriving', 'rabbit arriving', 'animals villainous queens', 'horrific jabberwocky', 'conquer horrific jabberwocky', 'villainous queens knights', 'spotting unusual rabbit', 'villainous queens', 'horrific jabberwocky restore', 'year old betrothed', 'old betrothed dunce', 'arriving strange surreal', 'rightful queen', 'queens knights', 'engagement party escapes', 'party escapes', 'betrothed dunce', 'old betrothed', 'restore rightful queen', 'nightmares child filled', 'jabberwocky restore rightful', 'rightful queen throne', 'strange surreal', 'queen throne', 'dunce english nobleman', 'knights frumious', 'hole garden', 'surreal place called', 'betrothed dunce english', 'marriage falls hole', 'resembles nightmares child', 'knights frumious bandersnatches', 'garden spotting', 'talking animals villainous', 'child filled', 'engagement party', 'finds world resembles', 'filled talking animals', 'arriving strange', 'nobleman engagement party', 'finds world', 'filled talking', 'english nobleman', 'escapes crowd', 'world resembles nightmares', 'falls hole', '19 year old', 'dunce english', 'marriage falls', 'child filled talking', 'unpretentious individual 19', 'place called', 'year old', 'world resembles', 'consider marriage', 'spotting unusual', 'realizes reason', 'reason conquer horrific', 'crowd consider marriage', 'individual 19', 'crowd consider'];False;girl dreams;0.3942074775695801
15;The Hobbit: An Unexpected Journey;7.368;2012-12-12;en;tt0903624;Adventure, Fantasy;"Bilbo Baggins is swept into a quest to reclaim the lost Dwarf Kingdom of Erebor from the fearsome dragon Smaug. Approached out of the blue by the wizard Gandalf the Grey, Bilbo finds himself joining a company of thirteen dwarves led by the legendary warrior, Thorin Oakenshield. Their journey will take them into the Wild; through treacherous lands swarming with Goblins and Orcs, deadly Wargs and Giant Spiders, Shapeshifters and Sorcerers. Although their goal lies to the East and the wastelands of the Lonely Mountain first they must escape the goblin tunnels, where Bilbo meets the creature that will change his life forever ... Gollum. Here, alone with Gollum, on the shores of an underground lake, the unassuming Bilbo Baggins not only discovers depths of guile and courage that surprise even him, he also gains possession of Gollum's ""precious"" ring that holds unexpected and useful qualities ... A simple, gold ring that is tied to the fate of all Middle-earth in ways Bilbo cannot begin to know.";$303,030,651;1021103568;['bilbo baggins discovers', 'bilbo baggins', 'unassuming bilbo baggins', 'gollum precious ring', 'gollum gollum', 'gollum precious', 'bilbo meets creature', 'forever gollum gollum', 'bilbo baggins swept', 'life forever gollum', 'gandalf grey bilbo', 'gollum gollum shores', 'possession gollum precious', 'possession gollum', 'grey bilbo finds', 'bilbo meets', 'bilbo finds', 'baggins discovers depths', 'bilbo begin know', 'bilbo begin', 'grey bilbo', 'gains possession gollum', 'bilbo finds joining', 'ways bilbo begin', 'lake unassuming bilbo', 'baggins discovers', 'earth ways bilbo', 'unassuming bilbo', 'ways bilbo', 'gollum shores underground', 'goblin tunnels bilbo', 'baggins swept quest', 'simple gold ring', 'precious ring holds', 'dwarf kingdom erebor', 'baggins swept', 'mountain escape goblin', 'ring holds unexpected', 'wizard gandalf grey', 'dwarves led legendary', 'lost dwarf', 'thorin oakenshield journey', 'ring tied', 'qualities simple gold', 'lonely mountain', 'middle earth', 'company thirteen dwarves', 'erebor fearsome', 'shapeshifters sorcerers goal', 'blue wizard', 'deadly wargs giant', 'underground lake', 'dragon smaug approached', 'discovers depths guile', 'goblins orcs deadly', 'lies east wastelands', 'fearsome dragon', 'lands swarming goblins', 'swept quest', 'unexpected useful qualities', 'journey wild', 'legendary warrior', 'wild treacherous lands', 'guile courage', 'creature change', 'approached blue', 'tied fate middle', 'giant spiders shapeshifters', 'reclaim lost', 'change life', 'courage surprise', 'begin know', 'joining company', 'surprise gains', 'goal lies'];False;dragon rider;0.4143282473087311
16;Jumanji: Welcome to the Jungle;6.817;2017-12-09;en;tt2283362;Action, Adventure, Comedy;In a brand-new Jumanji adventure, four high-school kids discover an old video-game console and are drawn into the game's jungle setting, literally becoming the adult avatars they chose. What they discover is that you don't just play Jumanji--you must survive it. To beat the game and return to the real world, they must go on the most dangerous adventure of their lives, discover what Alan Parrish left 20 years ago, and change the way they think about themselves --or they'll be stuck in the game forever, to be played by others without break.;$404,540,171;995339117;['new jumanji adventure', 'play jumanji survive', 'jumanji adventure', 'play jumanji', 'jumanji adventure high', 'jumanji survive', 'just play jumanji', 'jumanji survive beat', 'new jumanji', 'brand new jumanji', 'adult avatars chose', 'literally adult avatars', 'game jungle', 'old video game', 'adult avatars', 'dangerous adventure lives', 'video game', 'drawn game jungle', 'world dangerous adventure', 'dangerous adventure', 'game jungle setting', 'adventure lives', 'survive beat game', 'avatars chose', 'avatars chose discover', 'adventure lives discover', 'jungle setting literally', 'adventure high', 'jungle setting', 'setting literally adult', 'kids discover old', 'kids discover', 'adventure high school', 'school kids discover', 'video game console', 'survive beat', 'return real world', 'school kids', 'literally adult', 'forever played break', 'stuck game', 'console drawn game', 'high school kids', 'real world dangerous', 'world dangerous', 'discover alan parrish', 'game forever', 'lives discover alan', 'beat game', 'discover old', 'beat game return', 'forever played', 'drawn game', 'game return real', 'lives discover', 'real world', 'game return', 'console drawn', 'don just play', 'brand new', 'alan parrish left', 'think ll stuck', '20 years', 'change way', 'parrish left 20', 'old video', 'setting literally', 'left 20 years', 'don just', 'discover old video', 'chose discover don', 'return real', 'years ago', 'way think', 'ago change'];False;video game;0.4521203935146332
17;Harry Potter and the Philosopher's Stone;7.899;2001-11-16;en;tt0241527;Adventure, Family, Fantasy;This is the tale of Harry Potter (Daniel Radcliffe), an ordinary eleven-year-old boy serving as a sort of slave for his aunt and uncle who learns that he is actually a wizard and has been invited to attend the Hogwarts School for Witchcraft and Wizardry. Harry is snatched away from his mundane existence by Rubeus Hagrid (Robbie Coltrane), the groundskeeper for Hogwarts, and quickly thrown into a world completely foreign to both him and the viewer. Famous for an incident that happened at his birth, Harry makes friends easily at his new school. He soon finds, however, that the wizarding world is far more dangerous for him than he would have imagined, and he quickly learns that not all wizards are ones to be trusted.;$319,765,078;976475550;['wizardry harry', 'hogwarts school witchcraft', 'witchcraft wizardry harry', 'school witchcraft wizardry', 'hogwarts school', 'potter daniel radcliffe', 'wizardry harry snatched', 'harry makes friends', 'tale harry potter', 'harry potter', 'harry potter daniel', 'tale harry', 'potter daniel', 'attend hogwarts school', 'groundskeeper hogwarts', 'wizarding world', 'witchcraft wizardry', 'radcliffe ordinary', 'hogwarts quickly', 'coltrane groundskeeper hogwarts', 'learns wizards', 'finds wizarding world', 'attend hogwarts', 'wizarding world far', 'school witchcraft', 'harry snatched away', 'hogwarts quickly thrown', 'daniel radcliffe', 'birth harry', 'learns actually wizard', 'radcliffe ordinary year', 'wizards ones trusted', 'soon finds wizarding', 'groundskeeper hogwarts quickly', 'harry snatched', 'quickly learns wizards', 'finds wizarding', 'harry makes', 'invited attend hogwarts', 'daniel radcliffe ordinary', 'happened birth harry', 'actually wizard', 'wizard invited attend', 'actually wizard invited', 'uncle learns', 'robbie coltrane groundskeeper', 'rubeus hagrid robbie', 'year old boy', 'existence rubeus hagrid', 'wizards ones', 'hagrid robbie', 'ordinary year old', 'easily new school', 'school soon finds', 'mundane existence rubeus', 'slave aunt', 'world far dangerous', 'away mundane existence', 'aunt uncle', 'world completely foreign', 'viewer famous incident', 'friends easily new', 'makes friends', 'ones trusted', 'robbie coltrane', 'foreign viewer famous', 'boy serving', 'thrown world', 'dangerous imagined', 'world far', 'incident happened birth', 'snatched away', 'completely foreign viewer', 'imagined quickly', 'serving sort slave'];True;wizarding world;0.5675896406173706
18;The Jungle Book;6.868;2016-04-07;en;tt3040964;Animation, Action, Adventure;Living among the wolves in the jungle, young man cub Mowgli quickly learns to live life among his wolf pack and all the animals that inhabit the jungle, but when the villainous tiger Shere Khan threatens Mowgli's life, black panther Bagheera offers to take Mowgli to a nearby man village where he will be safe from the tiger's wrath. Along the way, Mowgli gets tangled up in a series of encounters with a sly snake named Kaa, a swimmingly ruthless gigantopithecus named King Louie and a lazy bear named Baloo, who quickly becomes his guide to the 'bear necessities' of life.;$364,001,123;966550600;['living wolves jungle', 'threatens mowgli life', 'mowgli life', 'jungle villainous tiger', 'mowgli life black', 'living wolves', 'animals inhabit jungle', 'mowgli gets tangled', 'wolves jungle', 'mowgli nearby man', 'man cub mowgli', 'cub mowgli', 'khan threatens mowgli', 'wolf pack animals', 'live life wolf', 'cub mowgli quickly', 'mowgli nearby', 'threatens mowgli', 'black panther bagheera', 'mowgli quickly learns', 'bagheera offers mowgli', 'wolves jungle young', 'life wolf', 'life black panther', 'mowgli gets', 'panther bagheera', 'villainous tiger', 'way mowgli gets', 'way mowgli', 'inhabit jungle', 'life wolf pack', 'inhabit jungle villainous', 'mowgli quickly', 'tiger shere khan', 'village safe tiger', 'offers mowgli nearby', 'jungle villainous', 'safe tiger', 'offers mowgli', 'jungle young man', 'villainous tiger shere', 'bear named baloo', 'pack animals', 'snake named kaa', 'animals inhabit', 'panther bagheera offers', 'black panther', 'tiger shere', 'safe tiger wrath', 'wrath way mowgli', 'guide bear', 'snake named', 'encounters sly snake', 'louie lazy bear', 'quickly guide bear', 'life black', 'lazy bear named', 'young man cub', 'bear necessities', 'baloo quickly guide', 'learns live', 'live life', 'king louie lazy', 'named king louie', 'shere khan threatens', 'named kaa swimmingly', 'named king', 'gets tangled series', 'necessities life', 'swimmingly ruthless', 'man village safe', 'series encounters', 'nearby man', 'gigantopithecus named', 'wrath way'];False;dragon rider;0.3142562508583069
19;Pirates of the Caribbean: At World's End;7.266;2007-05-19;en;tt0449088;Action, Adventure, Fantasy;After Elizabeth, Will, and Captain Barbossa rescue Captain Jack Sparrow from the land of the dead, they must face their foes, Davy Jones and Lord Cutler Beckett. Beckett, now with control of Jones' heart, forms a dark alliance with him in order to rule the seas and wipe out the last of the Pirates. Now, Jack, Barbossa, Will, Elizabeth, Tia Dalma, and crew must call the Pirate Lords from the four corners of the globe, including the infamous Sao Feng, to gathering. The Pirate Lords want to release the goddess Calypso, Davy Jones's damned lover, from the trap they sent her to out of fear, in which the Pirate Lords must combine the 9 pieces that bound her by ritual to undo it and release her in hopes that she will help them fight. With this, all pirates will stand together and will make their final stand for freedom against Beckett, Jones, Norrington, the Flying Dutchman, and the entire East India Trading Company.;$309,420,425;961691209;['fight pirates', 'help fight pirates', 'pirate lords want', 'gathering pirate lords', 'pirate lords', 'pirates jack barbossa', 'pirates jack', 'fear pirate lords', 'pirate lords combine', 'crew pirate lords', 'fight pirates stand', 'feng gathering pirate', 'captain jack sparrow', 'davy jones lord', 'pirates stand', 'wipe pirates jack', 'foes davy jones', 'jack sparrow', 'seas wipe pirates', 'gathering pirate', 'davy jones damned', 'pirate lords corners', 'wipe pirates', 'calypso davy jones', 'pirates stand make', 'crew pirate', 'jack sparrow land', 'goddess calypso davy', 'fear pirate', 'dalma crew pirate', 'face foes davy', 'sparrow land dead', 'captain jack', 'calypso davy', 'elizabeth captain barbossa', 'sent fear pirate', 'release goddess calypso', 'barbossa rescue captain', 'jack barbossa elizabeth', 'freedom beckett jones', 'lords combine pieces', 'elizabeth captain', 'lords want release', 'beckett jones norrington', 'sao feng', 'beckett beckett control', 'including infamous sao', 'dark alliance order', 'cutler beckett', 'jones damned lover', 'feng gathering', 'rule seas wipe', 'jones heart forms', 'elizabeth tia dalma', 'damned lover trap', 'pieces bound', 'norrington flying dutchman', 'bound ritual undo', 'heart forms dark', 'lord cutler', 'final stand', 'dalma crew', 'dead face foes', 'dutchman entire', 'want release', 'sent fear', 'undo release hopes', 'india trading company', 'help fight', 'stand freedom', 'hopes help', 'trap sent', 'corners globe including', 'order rule', 'entire east'];False;dark forces;0.3035335838794708
20;The Hobbit: The Desolation of Smaug;7.575;2013-12-11;en;tt1170358;Adventure, Fantasy;After successfully crossing over (and under) the Misty Mountains, Thorin and Company must seek aid from a powerful stranger before taking on the dangers of Mirkwood Forest--without their Wizard. If they reach the human settlement of Lake-town it will be time for the hobbit Bilbo Baggins to fulfill his contract with the dwarves. The party must complete the journey to Lonely Mountain and burglar Baggins must seek out the Secret Door that will give them access to the hoard of the dragon Smaug. And, where has Gandalf got off to? And what is his secret business to the south?;$258,387,334;958400000;['hobbit bilbo baggins', 'gandalf got secret', 'bilbo baggins fulfill', 'dragon smaug gandalf', 'smaug gandalf got', 'bilbo baggins', 'mountain burglar baggins', 'hobbit bilbo', 'smaug gandalf', 'baggins seek secret', 'gandalf got', 'time hobbit bilbo', 'misty mountains thorin', 'baggins fulfill', 'mountains thorin company', 'baggins fulfill contract', 'baggins seek', 'town time hobbit', 'mountains thorin', 'burglar baggins', 'burglar baggins seek', 'time hobbit', 'misty mountains', 'hoard dragon smaug', 'crossing misty mountains', 'contract dwarves party', 'contract dwarves', 'fulfill contract dwarves', 'thorin company seek', 'lonely mountain burglar', 'thorin company', 'mirkwood forest', 'mirkwood forest wizard', 'lake town', 'mountain burglar', 'lonely mountain', 'dragon smaug', 'dwarves party', 'access hoard dragon', 'settlement lake town', 'secret business south', 'journey lonely mountain', 'forest wizard reach', 'dangers mirkwood forest', 'forest wizard', 'lake town time', 'hoard dragon', 'human settlement lake', 'business south', 'dangers mirkwood', 'got secret business', 'secret door access', 'seek secret door', 'door access hoard', 'access hoard', 'successfully crossing misty', 'door access', 'reach human settlement', 'complete journey', 'town time', 'complete journey lonely', 'company seek', 'wizard reach human', 'party complete journey', 'seek secret', 'company seek aid', 'fulfill contract', 'successfully crossing', 'reach human', 'seek aid powerful', 'party complete', 'got secret', 'stranger taking', 'taking dangers', 'powerful stranger'];False;dragon rider;0.36471232771873474
21;A Minecraft Movie;6.271;2025-03-31;en;tt3566834;Action, Adventure, Comedy;Four misfits are suddenly pulled through a mysterious portal into a bizarre cubic wonderland that thrives on imagination. To get back home they'll have to master this world while embarking on a quest with an unexpected expert craf...;$424,087,780;958287780;['bizarre cubic wonderland', 'portal bizarre cubic', 'portal bizarre', 'cubic wonderland', 'mysterious portal bizarre', 'misfits suddenly', 'mysterious portal', 'cubic wonderland thrives', 'wonderland thrives imagination', 'pulled mysterious portal', 'unexpected expert craf', 'quest unexpected expert', 'imagination home', 'wonderland thrives', 'misfits suddenly pulled', 'quest unexpected', 'master world embarking', 'thrives imagination home', 'world embarking quest', 'embarking quest unexpected', 'unexpected expert', 'bizarre cubic', 'suddenly pulled mysterious', 'thrives imagination', 'pulled mysterious', 'master world', 'expert craf', 'world embarking', 'embarking quest', 'imagination home ll', 'll master world', 'home ll master', 'suddenly pulled', 'home ll', 'll master'];False;epic quest;0.3845232129096985
22;The Hobbit: The Battle of the Five Armies;7.332;2014-12-10;en;tt2310332;Adventure, Fantasy;After the Dragon leaves the Lonely Mountain, the people of Lake-town see a threat coming. Orcs, dwarves, elves and people prepare for war. Bilbo sees Thorin going mad and tries to help. Meanwhile, Gandalf is rescued from the Necromancer's prison and his rescuers realize who the Necromancer is.;$255,138,261;956019788;['gandalf rescued necromancer', 'dragon leaves lonely', 'gandalf rescued', 'help gandalf rescued', 'coming orcs dwarves', 'rescued necromancer', 'leaves lonely mountain', 'bilbo sees thorin', 'orcs dwarves', 'dragon leaves', 'orcs dwarves elves', 'rescuers realize necromancer', 'help gandalf', 'rescued necromancer prison', 'tries help gandalf', 'sees thorin going', 'lonely mountain', 'realize necromancer', 'sees thorin', 'dwarves elves', 'dwarves elves people', 'lonely mountain people', 'war bilbo sees', 'necromancer prison', 'necromancer prison rescuers', 'mountain people lake', 'thorin going', 'thorin going mad', 'lake town threat', 'prepare war bilbo', 'mountain people', 'bilbo sees', 'leaves lonely', 'war bilbo', 'lake town', 'people lake town', 'elves people prepare', 'elves people', 'coming orcs', 'people lake', 'threat coming orcs', 'rescuers realize', 'prison rescuers', 'town threat', 'town threat coming', 'prison rescuers realize', 'people prepare war', 'prepare war', 'mad tries', 'going mad tries', 'mad tries help', 'people prepare', 'threat coming', 'going mad', 'tries help'];False;battle good;0.37721094489097595
23;Doctor Strange in the Multiverse of Madness;7.228;2022-05-04;en;tt9419884;Action, Adventure, Fantasy;After the events of Avengers: Endgame, Dr. Stephen Strange continues his research on the Time Stone. But an old friend turned enemy seeks to destroy every sorcerer on Earth, messing with Strange's plan, causing him to unleash an unspeakable evil;$411,331,607;955775804;['dr stephen strange', 'stephen strange', 'stephen strange continues', 'endgame dr stephen', 'avengers endgame dr', 'avengers endgame', 'endgame dr', 'dr stephen', 'time stone', 'events avengers endgame', 'time stone old', 'strange continues research', 'research time stone', 'events avengers', 'sorcerer earth messing', 'stone old friend', 'strange continues', 'destroy sorcerer earth', 'friend turned enemy', 'seeks destroy sorcerer', 'sorcerer earth', 'unleash unspeakable evil', 'stone old', 'destroy sorcerer', 'unspeakable evil', 'messing strange plan', 'strange plan', 'earth messing strange', 'strange plan causing', 'earth messing', 'turned enemy', 'plan causing unleash', 'enemy seeks destroy', 'turned enemy seeks', 'causing unleash', 'old friend turned', 'research time', 'friend turned', 'messing strange', 'seeks destroy', 'plan causing', 'continues research time', 'causing unleash unspeakable', 'unleash unspeakable', 'enemy seeks', 'old friend', 'continues research'];False;good evil;0.3678080439567566
24;Harry Potter and the Deathly Hallows: Part 1;7.735;2010-11-17;en;tt0926084;Adventure, Family, Fantasy;Voldemort's (Ralph Fiennes') power is growing stronger. He now has control over the Ministry of Magic and Hogwarts. Harry (Daniel Radcliffe), Ron (Rupert Grint), and Hermione (Emma Watson) decide to finish Dumbledore's (Sir Michael Gambon's) work and find the rest of the Horcruxes to defeat the Dark Lord. But little hope remains for the trio and the rest of the Wizarding World, so everything they do must go as planned.;$296,374,621;954305868;['magic hogwarts harry', 'hogwarts harry', 'radcliffe ron rupert', 'harry daniel radcliffe', 'hogwarts harry daniel', 'daniel radcliffe ron', 'magic hogwarts', 'radcliffe ron', 'horcruxes defeat dark', 'daniel radcliffe', 'decide finish dumbledore', 'horcruxes defeat', 'harry daniel', 'ministry magic hogwarts', 'dumbledore sir', 'voldemort ralph fiennes', 'finish dumbledore', 'ron rupert', 'rupert grint hermione', 'wizarding world planned', 'finish dumbledore sir', 'dumbledore sir michael', 'fiennes power', 'voldemort ralph', 'ralph fiennes power', 'hermione emma watson', 'fiennes power growing', 'hermione emma', 'rest horcruxes defeat', 'wizarding world', 'defeat dark lord', 'emma watson decide', 'ron rupert grint', 'grint hermione emma', 'ralph fiennes', 'rest horcruxes', 'rupert grint', 'dark lord little', 'dark lord', 'emma watson', 'hope remains trio', 'trio rest wizarding', 'defeat dark', 'control ministry magic', 'stronger control ministry', 'work rest horcruxes', 'ministry magic', 'watson decide finish', 'grint hermione', 'remains trio', 'power growing stronger', 'lord little hope', 'trio rest', 'rest wizarding world', 'control ministry', 'watson decide', 'decide finish', 'remains trio rest', 'little hope remains', 'rest wizarding', 'world planned', 'lord little', 'little hope', 'stronger control', 'michael gambon work', 'sir michael gambon', 'power growing', 'michael gambon', 'growing stronger control', 'gambon work', 'hope remains', 'sir michael', 'growing stronger', 'gambon work rest', 'work rest'];True;wizarding world;0.5224909782409668
